Date,Type,Weather,Model_Type,Infrastructural impact,Agricultural impact,Ecological impact,Economic impact,Societal impact,Human Health impact,Political impact
18840818,historical,,Classification-GPT4,1,1,1,1,1,1,0
18840818,historical,,Classification-GPT4o-mini,1,1,1,1,1,1,0
18870507,historical,,Classification-GPT4,0,0,0,1,0,1,0
18870507,historical,,Classification-GPT4o-mini,0,0,0,0,0,1,0
18880607,historical,,Classification-GPT4,1,0,0,1,1,1,0
18880607,historical,,Classification-GPT4o-mini,1,0,0,1,1,1,0
18880803,historical,,Classification-GPT4,1,1,1,1,1,1,0
18880803,historical,,Classification-GPT4o-mini,1,1,1,1,1,1,0
18890712,historical,,Classification-GPT4,1,0,0,1,1,1,0
18890712,historical,,Classification-GPT4o-mini,1,0,0,1,1,1,0
18900416,historical,,Classification-GPT4,0,1,1,1,0,0,0
18900416,historical,,Classification-GPT4o-mini,0,1,1,1,1,0,0
19920628,modern,,Classification-GPT4,1,0,1,1,1,1,0
19920628,modern,,Classification-GPT4o-mini,1,0,1,1,1,1,0
19970716,modern,,Classification-GPT4,1,0,0,1,1,0,1
19970716,modern,,Classification-GPT4o-mini,1,0,0,1,1,0,1
19980522,modern,,Classification-GPT4,1,0,0,1,1,1,0
19980522,modern,,Classification-GPT4o-mini,1,0,0,0,1,1,0
19900619,modern,,Classification-GPT4,1,0,0,1,1,0,0
19900619,modern,,Classification-GPT4o-mini,1,0,0,0,0,0,0
19900622,modern,,Classification-GPT4,0,0,0,0,0,0,0
19900622,modern,,Classification-GPT4o-mini,0,0,0,0,0,0,0
19970719,modern,,Classification-GPT4,1,1,1,1,1,1,1
19970719,modern,,Classification-GPT4o-mini,1,1,0,1,1,1,1
19920216,modern,,Classification-GPT4,1,1,1,1,1,1,0
19920216,modern,,Classification-GPT4o-mini,1,1,1,1,1,1,0
19980816,modern,,Classification-GPT4,1,1,1,1,1,1,1
19980816,modern,,Classification-GPT4o-mini,1,1,1,1,1,1,1
20001110,modern,,Classification-GPT4,1,0,0,1,1,1,1
20001110,modern,,Classification-GPT4o-mini,1,0,0,1,1,1,1
19960725,modern,,Classification-GPT4,1,0,0,1,1,1,1
19960725,modern,,Classification-GPT4o-mini,1,0,0,1,1,1,1
20070722,modern,,Classification-GPT4,1,1,1,1,1,1,1
20070722,modern,,Classification-GPT4o-mini,1,1,1,1,1,1,1
19930730,modern,,Classification-GPT4,1,0,0,1,1,0,0
19930730,modern,,Classification-GPT4o-mini,1,0,0,1,1,0,0
19970510,modern,,Classification-GPT4,1,0,0,1,1,1,1
19970510,modern,,Classification-GPT4o-mini,1,0,0,1,1,1,1
19961204,modern,,Classification-GPT4,1,0,0,1,1,1,0
19961204,modern,,Classification-GPT4o-mini,1,0,0,1,1,1,0
19961017,modern,,Classification-GPT4,1,0,0,1,1,1,1
19961017,modern,,Classification-GPT4o-mini,1,0,0,1,1,1,1
20080630,modern,,Classification-GPT4,1,0,0,1,1,0,1
20080630,modern,,Classification-GPT4o-mini,1,0,0,1,1,0,1
19961228,modern,,Classification-GPT4,1,0,1,1,1,1,1
19961228,modern,,Classification-GPT4o-mini,1,0,1,1,1,1,1
20001123,modern,,Classification-GPT4,1,1,1,1,1,1,1
20001123,modern,,Classification-GPT4o-mini,1,1,1,1,1,1,1
19900129,modern,,Classification-GPT4,0,0,0,0,1,0,0
19900129,modern,,Classification-GPT4o-mini,0,0,0,0,0,0,0
19980124,modern,,Classification-GPT4,1,0,1,1,1,1,1
19980124,modern,,Classification-GPT4o-mini,1,0,1,1,1,1,1
19980107,modern,,Classification-GPT4,1,0,0,1,1,1,0
19980107,modern,,Classification-GPT4o-mini,1,0,0,1,1,1,0
19980109,modern,,Classification-GPT4,1,0,0,1,1,1,1
19980109,modern,,Classification-GPT4o-mini,1,0,0,1,1,1,1
19990203,modern,,Classification-GPT4,1,0,0,1,1,1,1
19990203,modern,,Classification-GPT4o-mini,1,0,0,1,1,1,1
20080105,modern,,Classification-GPT4,1,1,1,1,1,1,1
20080105,modern,,Classification-GPT4o-mini,1,1,1,1,1,1,1
20071223,modern,,Classification-GPT4,1,0,0,1,1,1,0
20071223,modern,,Classification-GPT4o-mini,1,0,0,1,1,0,0
19921115,modern,,Classification-GPT4,0,0,0,0,1,1,0
19921115,modern,,Classification-GPT4o-mini,0,0,0,0,1,1,0
20020201,modern,,Classification-GPT4,1,0,0,1,1,1,0
20020201,modern,,Classification-GPT4o-mini,1,0,0,1,1,1,0
19980115,modern,,Classification-GPT4,1,0,0,1,1,1,1
19980115,modern,,Classification-GPT4o-mini,1,0,0,1,1,1,1
19980118,modern,,Classification-GPT4,1,0,0,1,1,1,0
19980118,modern,,Classification-GPT4o-mini,1,0,0,1,1,1,0
19970106,modern,,Classification-GPT4,1,0,0,1,1,1,0
19970106,modern,,Classification-GPT4o-mini,1,0,0,1,1,1,0
20070113,modern,,Classification-GPT4,1,1,1,1,1,0,1
20070113,modern,,Classification-GPT4o-mini,0,1,1,1,1,0,1
