Infrastructural Impact,Political Impact,Financial impact,Ecological Impact,Agricultural Impact,Human Health Impact,Date,ID,LabelledBy,Weather,Type
1,0,0,0,0,1.0,20061203,92,Angela,hurricane,modern
1,1,1,0,0,1.0,20061203,92,Angela,hurricane,modern
0,1,0,0,0,0.0,20061203,92,Angela,hurricane,modern
0,0,0,0,0,0.0,20061203,92,Angela, None,modern
0,0,0,0,0,0.0,20061203,92,Angela, None,modern
0,0,0,0,0,0.0,20061203,92,Angela, None,modern
0,0,0,0,0,0.0,20061203,92,Angela, None,modern
0,0,0,0,0,0.0,20061203,92,Angela, None,modern
0,0,0,0,0,0.0,20061203,92,Angela, None,modern
0,0,0,0,0,0.0,20061203,92,Angela, None,modern
0,0,0,0,0,0.0,20061203,92,Angela, None,modern
0,0,0,0,0,0.0,20061203,92,Angela, None,modern
0,0,0,0,0,0.0,20061203,92,Angela, None,modern
0,0,0,0,0,0.0,20061203,92,Angela, None,modern
0,0,0,0,0,0.0,20061203,92,Angela, None,modern
1,0,0,0,0,1.0,19990108,93,Angela,rain,modern
1,1,0,0,0,1.0,19980912,94,Angela,rain,modern
1,1,1,1,1,1.0,20080105,95,Angela,rain,modern
1,0,1,0,0,1.0,19951006,96,Angela,storm,modern
1,0,1,0,0,1.0,20020821,97,Angela,rain,modern
1,1,1,0,1,0.0,19901112,98,Angela,rain,modern
1,0,1,0,1,0.0,19901112,98,Angela,rain,modern
1,0,0,0,0,0.0,19901112,98,Angela,rain,modern
0,0,0,0,0,0.0,19901112,98,Angela, None,modern
0,0,0,0,0,0.0,19901112,98,Angela, None,modern
0,0,0,0,0,0.0,19901112,98,Angela, None,modern
0,0,0,0,0,0.0,19901112,98,Angela, None,modern
0,0,0,0,0,0.0,19901112,98,Angela, None,modern
0,0,0,0,0,0.0,19901112,98,Angela, None,modern
0,0,0,0,0,0.0,19901112,98,Angela, None,modern
0,0,0,0,0,0.0,19901112,98,Angela, None,modern
0,0,0,0,0,0.0,19901112,98,Angela, None,modern
0,0,0,0,0,0.0,19901112,98,Angela,rain,modern
0,0,0,0,0,0.0,19901112,98,Angela,rain,modern
0,1,1,1,0,0.0,19901222,99,Angela,Drought,modern
0,1,0,0,1,0.0,19931113,100,Angela,Drought,modern
0,1,0,1,1,0.0,19900422,101,Angela,Drought,modern
0,0,0,1,0,0.0,19900422,101,Angela,Drought,modern
0,0,0,1,0,0.0,19900422,101,Angela,Drought,modern
0,1,0,0,0,0.0,19900422,101,Angela,Drought,modern
0,1,0,0,0,0.0,19900422,101,Angela,Drought,modern
0,0,0,1,0,0.0,19900422,101,Angela,Drought,modern
0,0,0,1,1,1.0,19900422,101,Angela,Drought,modern
0,0,0,1,1,1.0,19900422,101,Angela,Drought,modern
0,0,0,1,0,0.0,19900422,101,Angela,Drought,modern
0,1,0,1,0,0.0,19900422,101,Angela,Drought,modern
0,1,0,0,0,0.0,19900422,101,Angela,Drought,modern
0,0,0,0,0,0.0,19900422,101,Angela,,modern
0,0,0,0,1,1.0,19910317,102,Angela,Drought,modern
0,1,1,0,0,0.0,19950630,103,Angela,Drought,modern
1,1,0,1,1,0.0,19990522,104,Angela,Drought,modern
1,0,1,1,1,1.0,19970419,105,Angela,Drought,modern
1,1,1,0,1,1.0,19980502,106,Angela,Drought & flood,modern
0,0,0,0,0,0.0,19920330,107,Angela,,modern
0,0,0,0,0,0.0,19920330,107,Angela,,modern
0,0,0,0,0,0.0,19920330,107,Angela,,modern
0,0,0,0,0,0.0,19920330,107,Angela,,modern
0,1,0,0,1,0.0,19920330,107,Angela,Drought,modern
0,1,0,0,1,0.0,19920330,107,Angela,Drought,modern
0,0,0,0,0,0.0,19920330,107,Angela,,modern
0,0,0,0,0,0.0,19920330,107,Angela,,modern
0,0,0,0,0,0.0,19920330,107,Angela,,modern
0,0,0,0,0,0.0,19920330,107,Angela,,modern
0,0,0,0,0,0.0,19920330,107,Angela,,modern
0,0,0,0,0,1.0,19920330,107,Angela,Drought,modern
0,1,0,0,1,1.0,19920330,107,Angela,Drought,modern
0,1,1,0,0,0.0,19920330,107,Angela,Drought,modern
0,1,1,0,1,0.0,19920330,107,Angela,Drought,modern
0,0,1,0,1,1.0,19920330,107,Angela,Drought,modern
0,1,1,0,0,1.0,19920330,107,Angela,Drought,modern
0,1,1,0,0,0.0,19920330,107,Angela,Drought,modern
0,0,0,0,0,0.0,19920330,107,Angela,,modern
0,0,0,0,0,0.0,19920330,107,Angela,,modern
0,0,0,0,0,0.0,19920330,107,Angela,,modern
0,0,0,0,0,0.0,19920330,107,Angela,,modern
0,0,0,0,0,0.0,19920330,107,Angela,,modern
0,0,0,0,0,0.0,19920330,107,Angela,,modern
0,0,0,0,0,0.0,19920330,107,Angela,,modern
0,0,0,0,0,0.0,19920330,107,Angela,,modern
1,0,0,1,1,1.0,19980404,108,Angela,Drought & tornado,modern
0,0,0,1,1,0.0,19921010,109,Angela,Drought,modern
0,0,0,1,1,0.0,19940219,110,Angela,Drought,modern
1,0,1,0,0,1.0,19900624,111,Angela,Floods,modern
0,1,0,1,1,1.0,19900422,112,Angela,Floods,modern
1,0,0,0,0,1.0,19900616,113,Angela,Floods,modern
0,1,0,1,0,0.0,19901215,114,Angela,Floods,modern
1,0,0,1,1,1.0,19900421,115,Angela,Floods,modern
1,0,1,0,1,1.0,19900513,116,Angela,storm,modern
0,0,0,0,0,1.0,19930711,117,Angela,Heatwaves,modern
0,0,0,0,0,0.0,20070626,118,Angela,Heatwaves,modern
0,0,0,0,0,1.0,20070626,118,Angela,Heatwaves,modern
0,0,0,0,0,1.0,20070626,118,Angela,Heatwaves,modern
0,0,0,0,0,0.0,20070626,118,Angela,Heatwaves,modern
1,0,0,0,0,1.0,20070626,118,Angela,storm,modern
1,0,1,0,0,1.0,20070626,118,Angela,Heatwaves & storm,modern
0,0,0,0,0,1.0,20070626,118,Angela,Heatwaves,modern
0,0,0,0,0,0.0,20070626,118,Angela,Heatwaves,modern
1,1,0,0,1,1.0,20060802,119,Angela,Floods,modern
1,0,0,0,0,0.0,20030628,120,Angela,Heatwaves,modern
0,0,0,0,0,1.0,19950618,121,Angela,Heatwaves,modern
0,0,0,0,0,0.0,20020819,122,Angela,Heatwaves,modern
0,0,0,0,0,0.0,19930708,123,Angela,Heatwaves,modern
0,0,0,0,0,0.0,19950614,124,Angela,Heatwaves,modern
1,0,1,0,0,0.0,19901205,125,Angela,Snowstorm,modern
0,0,0,0,0,0.0,20090108,126,Angela,Snowstorm & freezing,modern
0,0,0,0,0,0.0,20000413,127,Angela,Snowstorm,modern
1,0,0,0,0,0.0,19910302,128,Angela,Snowstorm,modern
0,1,0,0,0,0.0,19930318,129,Angela,Snowstorm,modern
1,0,0,0,0,0.0,19970625,130,Angela,Snowstorm,modern
1,0,1,0,0,0.0,20080109,131,Angela,Snowstorm,modern
0,0,0,0,0,0.0,19940318,132,Angela,Snowstorm,modern
1,1,0,0,0,0.0,19990117,133,Angela,Snowstorm,modern
1,0,0,0,0,1.0,19951231,134,Angela,Snowstorm,modern
0,0,1,0,0,0.0,19980109,135,Angela,Snowstorm,modern
0,0,1,0,0,0.0,19980109,135,Angela,Snowstorm,modern
1,0,0,0,0,0.0,19980109,135,Angela,Snowstorm,modern
1,0,0,0,0,0.0,19980109,135,Angela,Snowstorm,modern
0,0,0,0,0,0.0,19980109,135,Angela,Snowstorm,modern
0,0,0,0,0,0.0,19980109,135,Angela,,modern
0,0,0,0,0,0.0,19980109,135,Angela,,modern
0,0,0,0,0,0.0,19980109,135,Angela,,modern
1,0,0,0,0,0.0,19931226,136,Angela,Snowstorm,modern
1,1,0,0,0,0.0,20071222,137,Angela,Snowstorm,modern
1,0,0,0,0,1.0,19990710,138,Angela,volcano,modern
0,0,1,0,1,1.0,19990710,138,Angela,drought & flood,modern
1,0,0,0,1,1.0,19990710,138,Angela,flood,modern
0,0,0,0,0,0.0,19990710,138,Angela,Snowstorm,modern
0,0,0,0,1,0.0,18801116,139,Angela,blizzard,historical
1,0,0,0,0,0.0,18861119,140,Angela,blizzard,historical
1,0,0,1,0,0.0,18890913,141,Angela,blizzard,historical
1,0,0,0,0,1.0,18891130,142,Angela,blizzard,historical
1,0,0,0,0,0.0,18891130,142,Angela,blizzard,historical
0,0,0,0,0,0.0,18891130,142,Angela,,historical
1,0,0,0,1,0.0,18911207,143,Angela,blizzard,historical
1,0,0,0,0,0.0,18921228,144,Angela,blizzard,historical
1,0,0,0,0,0.0,18941228,145,Angela,storm,historical
1,0,0,0,0,0.0,18941228,145,Angela,blizzard,historical
1,0,0,0,0,0.0,18941228,145,Angela,blizzard,historical
1,0,0,0,0,0.0,18941228,145,Angela,blizzard,historical
1,0,0,0,0,0.0,18941228,145,Angela,blizzard,historical
1,0,0,0,0,0.0,18941228,145,Angela,blizzard & flood,historical
1,0,0,0,0,1.0,18941228,145,Angela,blizzard & flood,historical
1,0,0,0,0,0.0,18941228,145,Angela,blizzard,historical
0,0,0,0,0,1.0,18941228,145,Angela,blizzard,historical
0,0,0,0,0,0.0,18941228,145,Angela,blizzard,historical
0,0,0,0,0,0.0,18941228,145,Angela,,historical
0,0,0,0,0,0.0,18941228,145,Angela,,historical
0,0,0,0,0,0.0,18941228,145,Angela,,historical
0,0,0,0,0,0.0,18941228,145,Angela,blizzard,historical
0,0,0,0,0,0.0,18941228,145,Angela,,historical
0,0,0,0,0,0.0,18941228,145,Angela,,historical
0,0,0,0,0,0.0,18941228,145,Angela,,historical
0,0,0,0,0,0.0,18941228,145,Angela,,historical
0,0,0,0,0,0.0,18941228,145,Angela,,historical
0,0,0,0,0,0.0,18941228,145,Angela,,historical
0,0,0,0,0,0.0,18941228,145,Angela,,historical
0,0,0,0,0,0.0,18941228,145,Angela,,historical
0,0,0,0,0,0.0,18941228,145,Angela,,historical
0,0,0,0,0,0.0,18941228,145,Angela,,historical
0,0,0,0,0,0.0,18941228,145,Angela,blizzard,historical
1,0,0,0,0,1.0,18981128,146,Angela,blizzard,historical
0,0,0,0,1,0.0,18800315,147,Angela,cold,historical
0,0,0,0,0,0.0,18851208,148,Angela,cold,historical
0,0,0,0,0,1.0,18920208,149,Angela,cold,historical
0,0,0,0,0,0.0,18950430,150,Angela,cold,historical
0,0,0,0,0,0.0,18980824,151,Angela,cold,historical
1,0,1,0,0,1.0,18820408,152,Angela,hurricane,historical
0,0,0,0,1,0.0,18830131,153,Angela,deluge,historical
1,0,1,0,1,1.0,18830131,153,Angela,deluge,historical
0,1,1,0,0,0.0,18830131,153,Angela,deluge,historical
0,1,0,0,0,0.0,18830131,153,Angela,deluge,historical
0,0,0,0,0,0.0,18870923,154,Angela,,historical
0,0,0,0,1,0.0,18870923,154,Angela,deluge,historical
1,0,0,0,0,1.0,18900428,155,Angela,hail,historical
1,0,1,0,0,0.0,18900428,155,Angela,deluge,historical
1,0,0,0,0,1.0,18900428,155,Angela,deluge,historical
1,0,0,0,1,0.0,18900428,155,Angela,deluge,historical
0,0,1,0,0,0.0,18920621,156,Angela,deluge,historical
0,0,0,0,0,0.0,18920621,156,Angela,deluge,historical
0,0,0,0,0,0.0,18920621,156,Angela,deluge,historical
1,0,1,0,0,1.0,18960529,157,Angela,storm,historical
0,0,1,0,0,0.0,18811107,158,Angela,drought,historical
0,0,0,0,1,0.0,18821017,159,Angela,drought,historical
0,0,0,0,1,0.0,18830818,160,Angela,drought,historical
0,0,0,0,1,0.0,18830904,161,Angela,drought,historical
0,0,0,0,1,0.0,18860713,162,Angela,drought,historical
0,0,0,0,1,0.0,18880721,163,Angela,drought,historical
0,0,0,0,0,0.0,18890925,164,Angela,drought,historical
0,1,0,0,1,0.0,18900212,165,Xianda,drought,historical
0,0,1,0,0,1.0,18900212,165,Xianda,rain,historical
0,0,1,0,1,0.0,18910606,166,Xianda,drought,historical
0,0,0,0,0,0.0,18910606,166,Xianda,,historical
0,0,0,0,0,0.0,18910606,166,Xianda,,historical
0,0,0,0,0,0.0,18910606,166,Xianda,,historical
0,0,0,0,1,0.0,18930711,167,Xianda,drought,historical
0,0,0,0,1,0.0,18930711,167,Xianda,drought,historical
0,0,0,0,0,0.0,18930711,167,Xianda,,historical
0,0,0,0,0,0.0,18930711,167,Xianda,,historical
0,0,0,0,1,0.0,18930711,167,Xianda,drought,historical
0,0,0,0,0,0.0,18930711,167,Xianda,,historical
0,0,0,0,0,0.0,18930711,167,Xianda,,historical
0,0,0,0,0,0.0,18950108,168,Xianda,drought,historical
0,0,0,0,0,0.0,18810326,169,Xianda,freezing,historical
0,0,0,0,0,0.0,18810326,169,Xianda,,historical
0,0,0,0,0,0.0,18870425,170,Xianda,freezing,historical
0,0,0,0,0,0.0,18870811,171,Xianda,freezing,historical
1,0,1,0,1,1.0,18880118,172,Xianda,freezing,historical
1,0,0,0,0,0.0,18881213,173,Xianda,freezing,historical
1,0,0,0,0,0.0,18881213,173,Xianda,freezing,historical
0,0,0,0,0,0.0,18881213,173,Xianda,,historical
0,0,0,0,0,0.0,18881213,173,Xianda,,historical
0,0,0,0,0,0.0,18881213,173,Xianda,,historical
0,0,0,0,0,0.0,18890128,174,Xianda,freezing,historical
0,0,0,0,0,0.0,18890128,174,Xianda,freezing,historical
0,0,0,0,0,0.0,18890128,174,Xianda,freezing,historical
0,0,0,0,0,0.0,18890128,174,Xianda,freezing,historical
0,0,0,0,0,1.0,18910915,175,Xianda,freezing,historical
0,0,0,0,0,0.0,18920818,176,Xianda,,historical
0,0,0,0,0,0.0,18920818,176,Xianda,,historical
0,0,0,0,0,0.0,18920818,176,Xianda,,historical
0,0,0,0,0,0.0,18920818,176,Xianda,,historical
0,0,0,0,0,0.0,18920818,176,Xianda,,historical
0,0,1,0,0,0.0,18951116,177,Xianda,freezing,historical
0,0,1,0,0,0.0,18951116,177,Xianda,freezing,historical
1,1,0,0,0,1.0,18970109,178,Xianda,freezing,historical
0,0,0,0,0,0.0,18970109,178,Xianda,,historical
0,0,1,1,0,1.0,18990214,179,Xianda,freezing,historical
1,0,0,0,0,0.0,18990214,179,Xianda,freezing,historical
1,0,0,0,0,0.0,18991204,180,Xianda,freezing,historical
0,0,0,0,0,0.0,18991204,180,Xianda,,historical
0,0,0,0,0,0.0,18991204,180,Xianda,,historical
1,0,0,0,0,1.0,19911204,182,Xianda,ice,modern
1,0,0,0,0,0.0,19911204,182,Xianda,ice,modern
0,0,0,0,0,0.0,19911204,182,Xianda,,modern
0,0,0,0,0,0.0,19911204,182,Xianda,,modern
0,0,0,0,0,0.0,19911204,182,Xianda,,modern
0,0,0,0,0,1.0,19900103,183,Xianda,ice,modern
0,0,0,0,0,0.0,20090408,184,Xianda,,modern
0,0,0,0,0,0.0,20090408,184,Xianda,,modern
0,0,0,0,0,1.0,20020304,185,Xianda,heat,modern
0,0,0,0,0,1.0,20020304,185,Xianda,heat,modern
0,0,0,1,0,1.0,20020304,185,Xianda,heat,modern
0,0,0,0,0,0.0,19971122,186,Xianda,,modern
0,0,0,0,0,1.0,19930112,187,Xianda,ice,modern
0,0,0,0,0,1.0,19930112,187,Xianda,ice,modern
0,0,0,0,0,1.0,19930112,187,Xianda,ice,modern
0,0,0,0,0,1.0,19930112,187,Xianda,ice,modern
0,0,0,0,0,1.0,19930112,187,Xianda,ice,modern
1,0,0,0,0,1.0,19910130,188,Xianda,ice,modern
1,1,0,0,0,0.0,19981022,189,Xianda,ice,modern
0,0,1,1,0,0.0,20100125,190,Xianda,ice,modern
1,0,0,0,0,0.0,20100125,190,Xianda,ice,modern
1,0,0,0,0,0.0,19970911,191,Xianda,ice & snow,modern
0,0,0,0,0,1.0,19900320,192,Xianda,floods,modern
1,0,0,1,0,0.0,19900320,192,Xianda,floods,modern
1,0,0,1,1,0.0,19900320,192,Xianda,floods,modern
1,0,0,0,0,0.0,19900320,192,Xianda,floods,modern
0,0,0,1,0,0.0,19900816,193,Xianda,ice,modern
0,0,0,0,0,0.0,19900816,193,Xianda,ice,modern
1,0,0,0,0,1.0,19900205,194,Xianda,storm,modern
0,0,0,0,0,0.0,19900812,195,Xianda,,modern
0,0,0,0,0,0.0,19900812,195,Xianda,,modern
0,0,0,1,0,0.0,19900812,195,Xianda,heatwave,modern
0,0,0,1,0,0.0,19900812,195,Xianda,drought,modern
0,0,0,0,0,0.0,19900812,195,Xianda,,modern
0,0,0,0,0,0.0,19900812,195,Xianda,,modern
0,0,0,0,0,0.0,19900812,195,Xianda,,modern
1,0,0,0,1,1.0,19900812,195,Xianda,storm,modern
1,0,0,0,0,0.0,19900812,195,Xianda,storm,modern
0,0,0,0,0,0.0,19900812,195,Xianda,,modern
0,0,0,0,0,0.0,19900812,195,Xianda,,modern
0,0,0,0,0,0.0,19900812,195,Xianda,,modern
1,0,0,0,0,0.0,19900812,195,Xianda,storm,modern
0,0,0,0,0,0.0,19910612,196,Xianda,storm,modern
0,0,0,0,0,0.0,19910612,196,Xianda,storm,modern
0,0,0,0,0,0.0,19910612,196,Xianda,storm,modern
0,0,0,0,0,0.0,19910612,196,Xianda,,modern
0,0,0,0,0,0.0,19910612,196,Xianda,,modern
0,0,0,0,0,0.0,19910612,196,Xianda,,modern
0,0,0,0,0,0.0,19910612,196,Xianda,,modern
0,0,0,0,0,0.0,19910612,196,Xianda,thunder & tornado,modern
0,0,0,0,0,0.0,19910612,196,Xianda,,modern
0,0,0,0,0,0.0,19910612,196,Xianda,,modern
0,0,0,0,0,0.0,19910612,196,Xianda,,modern
0,0,0,0,0,0.0,19910612,196,Xianda,,modern
0,0,0,0,0,0.0,19910612,196,Xianda,,modern
0,0,0,0,0,0.0,19910612,196,Xianda,,modern
0,0,0,0,0,0.0,19910612,196,Xianda,,modern
0,0,0,0,0,0.0,19910612,196,Xianda,,modern
0,0,0,0,0,0.0,19910612,196,Xianda,,modern
0,0,0,0,0,0.0,19910612,196,Xianda,,modern
1,0,0,0,0,0.0,19910612,196,Xianda,floodings,modern
0,0,0,0,0,0.0,19910612,196,Xianda,,modern
0,0,0,0,0,0.0,19910612,196,Xianda,,modern
0,0,0,0,0,0.0,19910612,196,Xianda,,modern
1,0,0,0,0,0.0,19910612,196,Xianda,magnetic storm,modern
1,0,0,0,0,0.0,19910612,196,Xianda,magnetic storm,modern
0,0,0,0,0,0.0,19910612,196,Xianda,,modern
0,0,0,0,0,0.0,19910612,196,Xianda,,modern
1,0,0,0,0,0.0,19910612,196,Xianda,volcano explodes,modern
1,0,0,0,0,1.0,19910612,196,Xianda,volcano explodes,modern
0,0,0,0,0,0.0,19910707,197,Xianda,,modern
0,0,0,0,0,0.0,19910707,197,Xianda,,modern
0,0,0,0,0,0.0,19910707,197,Xianda,,modern
0,0,0,0,0,0.0,19910707,197,Xianda,,modern
0,0,0,0,0,0.0,19910707,197,Xianda,,modern
0,0,0,0,0,0.0,19910707,197,Xianda,,modern
0,0,0,0,0,0.0,19910707,197,Xianda,,modern
0,0,0,0,0,0.0,19910707,197,Xianda,,modern
0,0,0,0,0,0.0,19910707,197,Xianda,,modern
0,0,0,0,0,0.0,19910707,197,Xianda,,modern
0,0,0,0,0,0.0,19910707,197,Xianda,,modern
0,0,0,0,0,0.0,19910707,197,Xianda,,modern
0,0,0,0,0,0.0,19910707,197,Xianda,,modern
0,0,0,0,0,0.0,19910707,197,Xianda,tornado,modern
0,0,0,0,0,0.0,19910707,197,Xianda,tornado,modern
0,0,0,0,0,0.0,19910707,197,Xianda,,modern
0,0,0,0,0,0.0,19910707,197,Xianda,,modern
0,0,0,0,0,0.0,19910707,197,Xianda,,modern
0,0,0,0,0,0.0,19910707,197,Xianda,,modern
0,0,0,0,0,0.0,19910707,197,Xianda,,modern
0,0,0,0,0,0.0,19910707,197,Xianda,,modern
0,0,0,0,0,0.0,19910707,197,Xianda,,modern
0,0,0,0,0,0.0,19910707,197,Xianda,,modern
0,0,0,0,0,0.0,19910707,197,Xianda,,modern
0,0,0,0,0,0.0,19910707,197,Xianda,,modern
0,0,0,0,0,0.0,19910707,197,Xianda,,modern
0,0,0,0,0,0.0,19910707,197,Xianda,,modern
0,0,0,0,0,0.0,19910707,197,Xianda,,modern
0,0,0,0,0,0.0,19910707,197,Xianda,,modern
0,0,0,0,0,0.0,19911112,198,Xianda,,modern
0,0,0,0,0,0.0,19911112,198,Xianda,,modern
0,0,0,0,0,0.0,19911112,198,Xianda,,modern
0,0,0,0,0,0.0,19911112,198,Xianda,,modern
0,0,0,0,0,0.0,19911112,198,Xianda,,modern
0,0,0,0,0,0.0,19911112,198,Xianda,,modern
0,0,0,0,0,0.0,19911112,198,Xianda,,modern
0,0,0,0,0,0.0,19911112,198,Xianda,,modern
0,0,0,0,0,0.0,19911112,198,Xianda,storm,modern
0,0,0,0,0,0.0,19911112,198,Xianda,,modern
0,0,0,0,0,0.0,19911112,198,Xianda,,modern
0,0,0,0,0,0.0,19911112,198,Xianda,,modern
0,0,0,0,0,0.0,19911112,198,Xianda,,modern
0,0,0,0,0,0.0,19911112,198,Xianda,,modern
0,0,0,0,0,0.0,19911112,198,Xianda,,modern
0,0,0,0,0,0.0,19911112,198,Xianda,,modern
0,0,0,0,0,0.0,19911112,198,Xianda,,modern
0,0,0,0,0,0.0,19911112,198,Xianda,,modern
0,0,0,0,0,0.0,19911112,198,Xianda,,modern
0,0,0,0,0,0.0,19911112,198,Xianda,,modern
0,0,0,0,0,0.0,19911112,198,Xianda,,modern
0,0,0,0,0,0.0,19911112,198,Xianda,,modern
0,0,0,0,0,0.0,19911112,198,Xianda,,modern
0,0,0,0,0,0.0,19911112,198,Xianda,,modern
0,0,0,0,0,0.0,19911112,198,Xianda,,modern
0,0,0,0,0,0.0,19911112,198,Xianda,,modern
0,0,0,0,0,0.0,19911112,198,Xianda,,modern
0,0,0,0,0,0.0,19911112,198,Xianda,,modern
0,0,0,0,0,0.0,19911112,198,Xianda,storm,modern
0,0,0,0,0,0.0,19911112,198,Xianda,,modern
0,0,0,0,0,0.0,19911112,198,Xianda,,modern
0,0,0,0,0,0.0,19911112,198,Xianda,,modern
0,0,0,0,0,0.0,19911112,198,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
1,0,0,0,0,0.0,19920204,199,Xianda,blizzard,modern
0,0,0,0,0,1.0,19920204,199,Xianda,storm,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920204,199,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
1,0,0,0,0,0.0,19920510,200,Xianda,storm,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
0,0,0,0,0,0.0,19920510,200,Xianda,,modern
